,SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
27674,CC(=O)N[C@@H](CC(C)C)C(=O)O,303.15,0.03126,isopropanol,CC(C)O,10.1021/acs.jced.9b01151
27685,CN(C)Cc1c[nH]c2ccccc12,303.15,0.03045,isopropanol,CC(C)O,10.1021/acs.jced.9b00911
27690,C[C@H](N)C(=O)O,303.15,0.000174,isopropanol,CC(C)O,10.1021/acs.jced.9b00743
27702,COc1cc([N+](=O)[O-])ccc1N,303.15,0.00492,isopropanol,CC(C)O,10.1021/acs.jced.9b00991
27712,O=Cc1ccc(O)c(Br)c1,303.15,0.01709,isopropanol,CC(C)O,10.1021/acs.jced.9b01004
27723,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],303.15,6.13e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00999
27731,Nc1ccc(Cl)cc1[N+](=O)[O-],303.15,0.02521,isopropanol,CC(C)O,10.1021/acs.jced.9b00919
27738,O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12.[Na+].[Na+],303.15,6.45e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00029
27747,O=C(O)c1cccnc1Cl,303.15,0.01134,isopropanol,CC(C)O,10.1021/acs.jced.9b00661
27754,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.0012466,isopropanol,CC(C)O,10.1021/acs.jced.9b00703
27764,NC(N)=NC(N)=NCCc1ccccc1,303.15,0.002081,isopropanol,CC(C)O,10.1021/acs.jced.9b00844
27773,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,303.15,0.0001066,isopropanol,CC(C)O,10.1021/acs.jced.9b00490
27793,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,303.15,0.001952,isopropanol,CC(C)O,10.1021/acs.jced.9b00778
27803,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,303.15,8.054e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00693
27811,NCCCCCC(=O)O,303.15,0.000123,isopropanol,CC(C)O,10.1021/acs.jced.9b00543
27823,N[C@H](Cc1c[nH]cn1)C(=O)O,303.15,0.000598,isopropanol,CC(C)O,10.1021/acs.jced.9b00659
27835,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,303.15,0.000431,isopropanol,CC(C)O,10.1021/acs.jced.8b00632
27845,O=P(O)(O)c1ccccc1,303.15,0.30691,isopropanol,CC(C)O,10.1021/acs.jced.9b00362
27858,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,303.15,0.00312,isopropanol,CC(C)O,10.1021/acs.jced.9b00286
27866,O=[N+]([O-])c1ncccc1O,303.15,0.08631,isopropanol,CC(C)O,10.1021/acs.jced.9b00564
27883,N=C(N)NC(N)=S,303.15,0.003633,isopropanol,CC(C)O,10.1021/acs.jced.9b00458
27901,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,303.15,0.000251,isopropanol,CC(C)O,10.1021/acs.jced.7b00518
27911,O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.0221,isopropanol,CC(C)O,10.1021/acs.jced.9b00560
27931,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,303.15,0.00227,isopropanol,CC(C)O,10.1021/acs.jced.9b00696
27937,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,303.15,6.95e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00432
27944,N[C@@H](CO)C(=O)O,303.15,5e-06,isopropanol,CC(C)O,10.1021/acs.jced.9b00460
27955,Cc1nc(N)nc(N)n1,303.15,0.0005869,isopropanol,CC(C)O,10.1021/acs.jced.9b00593
27965,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,0.00021,isopropanol,CC(C)O,10.1021/acs.jced.9b00562
27978,Cc1cnc(C(=O)O)cn1,303.15,1.78e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00406
27985,Nc1nnn[nH]1,303.15,0.001161,isopropanol,CC(C)O,10.1021/acs.jced.9b00385
27991,NNC(=O)NN.O=[N+]([O-])NC1=NC(C2N=NC(N[N+](=O)[O-])=N2)N=N1,303.15,5.04e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00275
28016,Sc1nc2ccccc2[nH]1,303.15,0.0088,isopropanol,CC(C)O,10.1021/acs.jced.9b00190
28023,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.01702,isopropanol,CC(C)O,10.1021/acs.jced.9b00497
28035,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,303.15,0.01471,isopropanol,CC(C)O,10.1021/acs.jced.9b00294
28055,N#Cc1cccc([N+](=O)[O-])c1C#N,303.15,0.001509,isopropanol,CC(C)O,10.1021/acs.jced.8b01250
28066,O=Cc1cc([N+](=O)[O-])ccc1O,303.15,0.003342,isopropanol,CC(C)O,10.1021/acs.jced.9b00232
28074,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,303.15,0.0004609,isopropanol,CC(C)O,10.1021/acs.jced.9b00229
28082,N[C@@H](Cc1ccc(O)cc1)C(=O)O,303.15,1.239e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00258
28100,N[C@H](CC(=O)O)C(=O)O,303.15,0.000353,isopropanol,CC(C)O,10.1021/acs.jced.9b00320
28112,N#CCc1ccccc1[N+](=O)[O-],303.15,0.01321,isopropanol,CC(C)O,10.1021/acs.jced.9b00243
28125,Nc1cc([N+](=O)[O-])ccc1Cl,303.15,0.0158,isopropanol,CC(C)O,10.1021/acs.jced.8b00931
28134,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.005043,isopropanol,CC(C)O,10.1021/acs.jced.8b01181
28142,Cc1cccc(C(=O)O)c1N,303.15,0.02528,isopropanol,CC(C)O,10.1021/acs.jced.8b01226
28150,NC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.002857,isopropanol,CC(C)O,10.1021/acs.jced.9b00065
28170,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,303.15,9.915e-05,isopropanol,CC(C)O,10.1021/acs.jced.8b01080
28180,Nc1cccc2c(N)cccc12,303.15,0.001261,isopropanol,CC(C)O,10.1021/acs.jced.8b01214
28189,Nc1cccc2cccc(N)c12,303.15,0.06876,isopropanol,CC(C)O,10.1021/acs.jced.8b01214
28196,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,303.15,1.413e-05,isopropanol,CC(C)O,10.1021/acs.jced.8b01051
28206,O=C(O)Cc1c[nH]c2ccccc12,303.15,2.885e-05,isopropanol,CC(C)O,10.1021/acs.jced.8b01265
28217,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,303.15,0.00074,isopropanol,CC(C)O,10.1021/acs.jced.8b01062
28225,NC(=O)c1ccc(N)cc1,303.15,0.004867,isopropanol,CC(C)O,10.1021/acs.jced.8b01144
28234,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,303.15,0.0008062,isopropanol,CC(C)O,10.1021/acs.jced.8b01101
28245,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,303.15,0.0254,isopropanol,CC(C)O,10.1021/acs.jced.8b01099
28253,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,303.15,1.345e-05,isopropanol,CC(C)O,10.1021/acs.jced.8b01126
28275,Cc1nc(C)c(C)nc1C,303.15,0.16554,isopropanol,CC(C)O,10.1021/acs.jced.8b00888
28283,Nc1nc(Cl)c2[nH]cnc2n1,303.15,0.000165,isopropanol,CC(C)O,10.1021/acs.jced.8b01014
28296,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,303.15,0.000498,isopropanol,CC(C)O,10.1021/acs.jced.8b00902
28304,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,303.15,0.001084,isopropanol,CC(C)O,10.1021/acs.jced.8b00663
28314,N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.003321,isopropanol,CC(C)O,10.1021/acs.jced.8b00811
28325,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,303.15,0.00020701,isopropanol,CC(C)O,10.1021/acs.jced.8b00717
28334,NNC(=O)c1ccncc1,303.15,0.004533,isopropanol,CC(C)O,10.1021/acs.jced.8b00785
28343,CC[C@@H](C(N)=O)N1CCCC1=O,303.15,0.02863,isopropanol,CC(C)O,10.1021/acs.jced.8b00720
28350,O=C(O)c1cc2ccccc2cc1O,303.15,0.0306,isopropanol,CC(C)O,10.1021/acs.jced.8b00578
28363,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,303.15,0.002214,isopropanol,CC(C)O,10.1021/acs.jced.8b00333
28373,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,303.15,0.0008087,isopropanol,CC(C)O,10.1021/acs.jced.8b00333
28382,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,303.15,3.54e-05,isopropanol,CC(C)O,10.1021/acs.jced.8b00551
28405,Cc1ccc(S(N)(=O)=O)cc1,303.15,0.0347,isopropanol,CC(C)O,10.1021/acs.jced.7b00714
28413,Cc1ccccc1S(N)(=O)=O,303.15,0.03052,isopropanol,CC(C)O,10.1021/acs.jced.7b00714
28422,N#Cc1cccc([N+](=O)[O-])c1,303.15,0.005649,isopropanol,CC(C)O,10.1021/acs.jced.7b00615
28431,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,303.15,0.0002015,isopropanol,CC(C)O,10.1021/acs.jced.7b00542
28439,NC(=O)c1cccnc1,303.15,0.0395726,isopropanol,CC(C)O,10.1021/acs.jced.8b00560
28450,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,303.15,0.0001505,isopropanol,CC(C)O,10.1021/acs.jced.8b00416
28474,Nc1nc(Cl)cc(Cl)n1,303.15,0.00148,isopropanol,CC(C)O,10.1021/acs.jced.8b00292
28481,O=C(O)c1c(O)cccc1O,303.15,0.29229,isopropanol,CC(C)O,10.1021/acs.jced.6b00957
28491,COc1cc(C(=O)O)cc(OC)c1O,303.15,0.00752,isopropanol,CC(C)O,10.1021/acs.jced.7b00333
28506,On1nnc2ccccc21,303.15,0.04806,isopropanol,CC(C)O,10.1021/acs.jced.7b00316
28513,CC(C)(C)c1ccc(C(=O)O)cc1,303.15,0.1338,isopropanol,CC(C)O,10.1021/acs.jced.6b00965
28537,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,303.15,0.0001844,isopropanol,CC(C)O,10.1021/acs.jced.8b00235
28547,O=c1nc[nH]c2[nH]ncc12,303.15,0.0001122,isopropanol,CC(C)O,10.1021/acs.jced.8b00430
28558,COc1ccc(CC(=O)O)cc1,303.15,0.2275,isopropanol,CC(C)O,10.1021/acs.jced.8b00271
28567,Cc1cc(C)nc(Nc2ccccc2)n1,303.15,0.02503,isopropanol,CC(C)O,10.1021/acs.jced.8b00124
28577,CC(=O)c1cccc([N+](=O)[O-])c1,303.15,0.01166,isopropanol,CC(C)O,10.1021/acs.jced.8b00192
28586,CC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.01277,isopropanol,CC(C)O,10.1021/acs.jced.8b00192
28596,COc1ccc(C(=O)N2CCCC2=O)cc1,303.15,0.004178,isopropanol,CC(C)O,10.1021/acs.jced.8b00023
28606,O=C(O)Cc1ccccc1Cl,303.15,0.3689,isopropanol,CC(C)O,10.1021/acs.jced.8b00139
28612,Nc1ccc(C(=O)O)cc1.[K],303.15,0.000486,isopropanol,CC(C)O,10.1021/acs.jced.7b00978
28620,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,303.15,0.004763,isopropanol,CC(C)O,10.1021/acs.jced.7b01134
28629,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,303.15,0.001692,isopropanol,CC(C)O,10.1021/acs.jced.8b00043
28639,O=C(c1ccccc1)c1ccccc1,303.15,0.2836,isopropanol,CC(C)O,10.1021/acs.jced.8b00196
28648,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,303.15,0.0048,isopropanol,CC(C)O,10.1021/acs.jced.7b01011
28667,O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.00202,isopropanol,CC(C)O,10.1021/acs.jced.7b00743
28682,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,303.15,0.000305,isopropanol,CC(C)O,10.1021/acs.jced.7b00825
28693,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],303.15,1.01e-05,isopropanol,CC(C)O,10.1021/acs.jced.7b00846
28701,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,303.15,0.001016,isopropanol,CC(C)O,10.1021/acs.jced.7b00669
28709,O=C(O)CS.[Na],303.15,0.000115,isopropanol,CC(C)O,10.1021/acs.jced.7b00245
28732,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,0.0002529,isopropanol,CC(C)O,10.1021/acs.jced.6b00761
28749,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,303.15,0.02052,isopropanol,CC(C)O,10.1021/acs.jced.6b00721
28759,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],303.15,0.00017,isopropanol,CC(C)O,10.1021/acs.jced.6b00741
28769,COC(=O)c1c(C)cc(O)c(C)c1O,303.15,0.1202,isopropanol,CC(C)O,10.1021/acs.jced.6b00646
28775,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,303.15,0.001039,isopropanol,CC(C)O,10.1021/acs.jced.6b00630
28781,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,303.15,0.0001604,isopropanol,CC(C)O,10.1021/acs.jced.6b00630
28791,O=C1NC23NC(=O)NC2(N1)C(=O)NC3=O,303.15,0.0003642,isopropanol,CC(C)O,10.1021/acs.jced.6b00349
28797,O=C(O)/C=C/c1ccc(O)cc1,303.15,0.0373,isopropanol,CC(C)O,10.1021/acs.jced.6b00361
28805,O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],303.15,0.412868,isopropanol,CC(C)O,10.1021/acs.jced.6b00219
28822,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,303.15,0.002141,isopropanol,CC(C)O,10.1021/acs.jced.6b00230
28837,CS(=O)(=O)c1ccc(C=O)cc1,303.15,0.0007033,isopropanol,CC(C)O,10.1021/acs.jced.5b01053
28845,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,303.15,2.3e-05,isopropanol,CC(C)O,10.1021/acs.jced.5b00565
28868,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,303.15,0.00968,isopropanol,CC(C)O,10.1021/acs.jced.5b00122
28874,COc1cc(C(=O)O)ccc1O,303.15,0.0334,isopropanol,CC(C)O,10.1021/acs.jced.5b00619
28898,Clc1cc(Cl)cc(Cl)c1,303.15,0.07401,isopropanol,CC(C)O,10.1021/acs.jced.5b00607
28913,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.0006492,isopropanol,CC(C)O,10.1021/acs.jced.5b00714
28922,O=Cc1ccc2ccccc2c1,303.15,0.0908,isopropanol,CC(C)O,10.1021/acs.jced.5b00377
28926,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,303.15,8.91e-05,isopropanol,CC(C)O,10.1021/acs.jced.5b00382
28936,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,303.15,0.038168,isopropanol,CC(C)O,10.1021/acs.jced.5b00306
28946,Nc1ccc(Cc2ccc(N)cc2)cc1,303.15,0.0178,isopropanol,CC(C)O,10.1021/je501111d
28958,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,303.15,0.096862,isopropanol,CC(C)O,10.1021/acs.jced.5b00190
28973,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,303.15,0.0006267,isopropanol,CC(C)O,10.1021/je5010033
28980,COc1ccc(C(=O)O)c(OC)c1,303.15,0.0147,isopropanol,CC(C)O,10.1021/je501045s
28994,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,2.459e-05,isopropanol,CC(C)O,10.1021/je501004g
29003,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,303.15,0.016148,isopropanol,CC(C)O,10.1021/je501004g
29024,Nc1ccc(S(=O)(=O)O)cc1,303.15,0.000373,isopropanol,CC(C)O,10.1021/je500867u
29035,c1ccc2c(c1)sc1ccccc12,303.15,0.008739,isopropanol,CC(C)O,10.1021/je500437m
29062,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1.O.O.O,303.15,0.001954,isopropanol,CC(C)O,10.1021/je5000605
29072,C[N+](C)(C)C[C@H](O)CC(=O)[O-],303.15,0.004173,isopropanol,CC(C)O,10.1021/je500078n
29079,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,303.15,0.0007321,isopropanol,CC(C)O,10.1021/je5002158
29087,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,303.15,1.87e-05,isopropanol,CC(C)O,10.1021/je500206w
29120,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,303.15,0.1236,isopropanol,CC(C)O,10.1021/je401044h
29131,O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.04996,isopropanol,CC(C)O,10.1021/je401044h
29137,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,303.15,0.0433,isopropanol,CC(C)O,10.1021/je400899e
29167,CCNc1nc(Cl)nc(NC(C)C)n1,303.15,0.0042534,isopropanol,CC(C)O,10.1021/je400639m
29256,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],303.15,0.00445,isopropanol,CC(C)O,10.1021/je1012839
29313,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,303.15,0.00128,isopropanol,CC(C)O,10.1021/je101020m
29376,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,303.15,3.573e-05,isopropanol,CC(C)O,10.1021/je100352r
29394,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,303.15,0.0001035,isopropanol,CC(C)O,10.1021/je900742p
29402,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,303.15,0.006236,isopropanol,CC(C)O,10.1021/je9008427
29420,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,303.15,0.1056,isopropanol,CC(C)O,10.1021/je900401z
29443,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,303.15,0.0004061,isopropanol,CC(C)O,10.1021/je900435t
29502,Nc1ccc(S(N)(=O)=O)cc1,303.15,0.002124,isopropanol,CC(C)O,10.1021/je900038m
29549,O=C(Oc1ccccc1)c1ccccc1O,303.15,0.2751,isopropanol,CC(C)O,10.1021/je800668j
29551,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,0.00203793,isopropanol,CC(C)O,10.1021/je800790g
29568,c1ccc2oc(CSCc3nc4ccccc4o3)nc2c1,303.15,0.01403,isopropanol,CC(C)O,10.1021/je8005419
29614,C1CN2CCN1CC2,303.15,0.363,isopropanol,CC(C)O,10.1021/je8005375
29632,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],303.15,0.002792,isopropanol,CC(C)O,10.1021/je7007236
29746,C1CN2CCN1CC2,303.15,0.00747,isopropanol,CC(C)O,10.1021/je700186v
29813,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,303.15,0.05305,isopropanol,CC(C)O,10.1021/acs.jced.1c00396
29822,OCC(CO)(CO)CO,303.15,0.001246,isopropanol,CC(C)O,10.1021/acs.jced.1c00080
29832,O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.0221,isopropanol,CC(C)O,10.1021/acs.jced.1c00151
29842,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,303.15,4.926e-06,isopropanol,CC(C)O,10.1021/acs.jced.0c00633
29852,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,303.15,0.002141,isopropanol,CC(C)O,10.1021/acs.jced.0c00479
29862,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,303.15,5.396e-05,isopropanol,CC(C)O,10.1021/acs.jced.0c00394
29872,O=C(NCCO[N+](=O)[O-])c1cccnc1,303.15,0.001588,isopropanol,CC(C)O,10.1021/acs.jced.0c00370
29882,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,303.15,0.0001757,isopropanol,CC(C)O,10.1021/acs.jced.0c00371
29892,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,303.15,0.000601,isopropanol,CC(C)O,10.1021/acs.jced.0c00267
29900,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,303.15,0.001952,isopropanol,CC(C)O,10.1021/acs.jced.0c00199
29910,COc1cc([N+](=O)[O-])ccc1N,303.15,0.00492,isopropanol,CC(C)O,10.1021/acs.jced.0c00041
29920,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,303.15,0.009095,isopropanol,CC(C)O,10.1021/acs.jced.9b01139
29929,Cc1cc(=O)oc2cc(N)ccc12,303.15,0.001878,isopropanol,CC(C)O,10.1021/acs.jced.9b00873
29940,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,303.15,0.000142,isopropanol,CC(C)O,10.1021/acs.jced.9b00728
29949,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,303.15,0.000498,isopropanol,CC(C)O,10.1021/acs.jced.9b00930
29959,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,303.15,9.5e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00331
29967,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,303.15,0.002039,isopropanol,CC(C)O,10.1021/acs.jced.9b00353
29974,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,303.15,2.743e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00216
29986,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,303.15,0.005541,isopropanol,CC(C)O,10.1021/acs.jced.9b00097
29994,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],303.15,0.000479,isopropanol,CC(C)O,10.1021/acs.jced.8b01055
30005,N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.003321,isopropanol,CC(C)O,10.1021/acs.jced.9b00005
30016,O=Cc1ccc(C(=O)O)cc1,303.15,0.01026,isopropanol,CC(C)O,10.1021/acs.jced.8b01262
30026,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.002457,isopropanol,CC(C)O,10.1021/acs.jced.8b01186
30035,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,303.15,0.006092,isopropanol,CC(C)O,10.1021/acs.jced.8b00988
30043,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.0122,isopropanol,CC(C)O,10.1021/acs.jced.8b00863
30056,COc1cc(N)nc(OC)n1,303.15,0.01754,isopropanol,CC(C)O,10.1021/acs.jced.8b00719
30066,N#Cc1ccc([N+](=O)[O-])cc1,303.15,0.004597,isopropanol,CC(C)O,10.1021/acs.jced.8b00555
30073,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,303.15,0.00043,isopropanol,CC(C)O,10.1021/acs.jced.8b00361
30080,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,303.15,4.59e-06,isopropanol,CC(C)O,10.1021/acs.jced.8b00309
30089,N#Cc1cccc([N+](=O)[O-])c1,303.15,0.005649,isopropanol,CC(C)O,10.1021/acs.jced.8b00230
30095,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,303.15,1.87e-05,isopropanol,CC(C)O,10.1021/acs.jced.7b00948
30108,CCOc1cc(C=O)ccc1O,303.15,0.166,isopropanol,CC(C)O,10.1021/acs.jced.6b00972
