,smiles,solvent,logsol,ET(30) (kcal mol-1),ETN
3194,N#CCc1ccc([N+](=O)[O-])cc1,CO,-4.969301430603278,55.4,0.762
31216,FC(F)(F)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,-4.226733750267846,48.1,0.537
14822,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CCCCO,-6.572712635170519,49.7,0.586
27937,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CC(C)O,-9.574183805393528,48.4,0.546
40892,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,O,-8.745349284553992,63.1,1.0
45386,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],C1CCCCC1,-10.221491384874298,30.9,0.006
35379,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCCO,-8.932708635377903,49.1,0.586
37177,Cc1c(N)cccc1C(=O)O,CCC(C)O,-5.551662426595368,47.1,0.506
43071,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CN(C)C=O,-1.677342091047973,43.2,0.386
8385,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CCO,-4.419520839101462,51.9,0.654
23076,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,CCOC(C)=O,-4.606871632627849,38.1,0.228
45664,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,C1CCCCC1,-6.853267093698067,30.9,0.006
7569,CC(=O)Oc1ccc(C(=O)O)cc1,CCO,-3.5005758256424344,51.9,0.654
17507,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CC(C)=O,-4.961987997274735,42.2,0.355
16369,Nc1nc(N)nc(NC2CC2)n1,CCCCO,-6.504960399429852,49.7,0.586
18358,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CC(C)=O,-4.660682895918351,42.2,0.355
32277,N#CCc1ccc([N+](=O)[O-])cc1,Cc1ccccc1,-3.870881062096971,33.9,0.099
41092,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,O,-12.47264575477172,63.1,1.0
28350,O=C(O)c1cc2ccccc2cc1O,CC(C)O,-3.486755270023802,48.4,0.546
230,OCC(O)COc1ccc(Cl)cc1,CO,-1.9132493668157649,55.4,0.762
48015,COc1cc(CO)ccc1O,CCCCOC(C)=O,-4.034190639402354,38.5,0.241
1574,Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CO,-5.884585185480886,55.4,0.762
27346,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CC(C)O,-4.4654082436129325,48.4,0.546
41035,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,O,-1.5634134741228212,63.1,1.0
44686,C=CC(=O)NC(C)(C)CS(=O)(=O)O,OCCO,-6.043178982794661,56.3,0.79
28112,N#CCc1ccccc1[N+](=O)[O-],CC(C)O,-4.326781160447903,48.4,0.546
4503,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCO,-4.552577735868921,51.9,0.654
20203,OCC(O)COc1ccc(Cl)cc1,CCOC(C)=O,-2.4764624030053373,38.1,0.228
17726,O=C(O)Cc1ccccc1Cl,CC(C)=O,-1.1205511961868635,42.2,0.355
35696,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,C1CCOC1,-2.816749618025551,37.4,0.207
27511,COc1cc2c(cc1OC)C(=O)CC2,CC(C)O,-3.92394377632384,48.4,0.546
1275,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CO,-5.493359487751372,55.4,0.762
21315,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,CCOC(C)=O,-5.559682130682444,38.1,0.228
1345,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CO,-6.56345660611146,55.4,0.762
14061,CC(=O)N[C@@H](CC(C)C)C(=O)O,CCCCO,-3.5380485644113526,49.7,0.586
48634,Br.CC(C)c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,CCCCCC,-11.815382823004164,31.0,0.009
35538,NC(=O)[C@@H]1CCCN1,C1CCOC1,-1.8582839611006832,37.4,0.207
3913,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CO,-7.706262975199909,55.4,0.762
8444,C[C@H]1COc2c(N3CCN(C)CC3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23.Cl,CCO,-10.810818543038812,51.9,0.654
42918,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CN(C)C=O,-9.347076895549652,43.2,0.386
29376,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CC(C)O,-10.239519885928956,48.4,0.546
43777,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CN(C)C=O,-2.77661280802338,43.2,0.386
1238,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CO,-7.942970322520455,55.4,0.762
4595,CC(=O)Nc1ccccc1[N+](=O)[O-],CCO,-3.431141258035228,51.9,0.654
8803,O=C(O)COc1ccc(Cl)cc1Cl,CCO,-1.7891628433807891,51.9,0.654
41108,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,O,-12.226479455307835,63.1,1.0
52995,COc1ccc(CC(=O)O)cc1,COc1ccccc1,-2.6077524797868463,37.1,0.198
43122,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CN(C)C=O,-4.805207748587826,43.2,0.386
31808,O=C(O)c1cccc(C(=O)O)c1,O=C1CCCCC1,-5.803492318805213,39.8,0.281
43276,Nc1ccc(C(=O)/C=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)cc1,CN(C)C=O,-5.93735522146095,43.2,0.386
29394,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CC(C)O,-9.175938945258851,48.4,0.546
39245,Nc1cccc(C(=O)O)c1,O,-6.931638219445469,63.1,1.0
37688,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CCC(C)O,-9.819146404102376,47.1,0.506
36152,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,C1CCOC1,-5.9294291561885295,37.4,0.207
43606,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CN(C)C=O,-5.03211432577338,43.2,0.386
8435,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CCO,-8.746606355744042,51.9,0.654
10362,Nc1cccc(C(=O)O)c1,CCCO,-4.535644123339481,50.7,0.617
17148,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)=O,-1.6612576611638967,42.2,0.355
21937,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCOC(C)=O,-4.0700813100864215,38.1,0.228
28586,CC(=O)c1ccc([N+](=O)[O-])cc1,CC(C)O,-4.360656608937689,48.4,0.546
12684,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CCCO,-5.280281004061938,50.7,0.617
43141,C=CC(=O)NC(C)(C)C,CN(C)C=O,-3.4006975066205043,43.2,0.386
15183,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCCCO,-6.143590611186911,49.7,0.586
18091,C[N+](C)(C)C[C@H](O)CC(=O)[O-],CC(C)=O,-8.940313234763122,42.2,0.355
37824,O=C(O)[C@@H]1C[C@@H](O)CN1,C1COCCO1,-6.832647806495332,36.0,0.164
20227,O=C(Nc1ccccc1)c1ccccc1O,CCOC(C)=O,-2.893195541021692,38.1,0.228
15804,O=C(O)COc1ccc(Cl)cc1Cl,CCCCO,-1.924148657273801,49.7,0.586
905,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CO,-6.887952651685957,55.4,0.762
40861,O=C(O)c1cc(O)c(O)c(O)c1,O,-6.65816455765308,63.1,1.0
34395,CC(=O)c1ccc(S(C)(=O)=O)cc1,CC(C)CO,-4.254513314374922,48.6,0.552
17517,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC(C)=O,-5.573807398234456,42.2,0.355
37879,CC1=NN(c2ccccc2)C(=O)C1,C1COCCO1,-3.029537278166352,36.0,0.164
4906,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCO,-5.651854381795842,51.9,0.654
33770,COc1cc2nc(Cl)nc(N)c2cc1OC,CC(C)CO,-7.416250287409845,48.6,0.552
24457,NC(=O)[C@@H]1CCCN1,CC#N,-2.246488353642176,45.6,0.46
48840,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,CCCCCC,-8.138756755695992,31.0,0.009
34909,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCCCCO,-7.280269286950616,49.1,0.586
51412,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C(=O)[O-])n3C2CC2)CC1.[Na+],ClCCCl,-5.026764676026139,41.3,0.327
27292,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,CC(C)O,-7.739612954881463,48.4,0.546
17357,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)=O,-4.295482033273696,42.2,0.355
3928,CC1=NN(c2ccc(C)cc2)C(=O)C1,CO,-3.303617053323292,55.4,0.762
31932,O=C(Nc1ccccc1)c1ccccc1,Cc1ccccc1,-6.152102893070794,33.9,0.099
11304,NC(=O)c1cccnc1,CCCO,-3.1018486303433264,50.7,0.617
13536,Cc1cc(Cl)cc(C(=O)O)c1N,CCCCO,-4.803499180927863,49.7,0.586
13783,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CCCCO,-6.260128613724001,49.7,0.586
31367,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,CCCCCCCCO,-9.270302713148864,48.1,0.537
28612,Nc1ccc(C(=O)O)cc1.[K],CC(C)O,-7.62930193406378,48.4,0.546
38911,CC1=NN(c2ccc(C)cc2)C(=O)C1,C1COCCO1,-2.7518453611018816,36.0,0.164
691,O=C(O)c1cccnc1Cl,CO,-4.966857671750368,55.4,0.762
1585,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],CO,-7.697413359922926,55.4,0.762
485,CCCOC(=O)c1ccc(O)cc1,CO,-1.593072558347836,55.4,0.762
341,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CO,-6.566295500849885,55.4,0.762
35321,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CCCCCO,-4.234986892024566,49.1,0.586
13810,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CCCCO,-4.308032954765555,49.7,0.586
617,CN(C)Cc1c[nH]c2ccccc12,CO,-3.0495550802514977,55.4,0.762
48901,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],CCCCCC,-4.984090738874143,31.0,0.009
39152,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,O,-7.980699820901669,63.1,1.0
48379,NC(=O)[C@@H]1CCCN1,CCCCCC,-7.5810998322459024,31.0,0.009
8918,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CCO,-6.41856195534326,51.9,0.654
4582,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CCO,-8.831903936255937,51.9,0.654
5215,NC(N)=NC(N)=NCCc1ccccc1,CCO,-5.407016783471377,51.9,0.654
20028,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCOC(C)=O,-6.734642661273492,38.1,0.228
37968,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,C1COCCO1,-5.1519684702129,36.0,0.164
1866,Nc1ccc(Cc2ccc(N)cc2)cc1,CO,-1.6766466621275504,55.4,0.762
22859,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CCOC(C)=O,-6.225163612361708,38.1,0.228
28150,NC(=O)c1ccc([N+](=O)[O-])cc1,CC(C)O,-5.857983155733501,48.4,0.546
3666,c1ccc(-c2nnn[nH]2)cc1,CO,-3.774437342475583,55.4,0.762
10464,CC(=O)N1CCC[C@H]1C(=O)O,CCCO,-1.6360385942312794,50.7,0.617
21411,O=C(c1ccccc1)C(O)c1ccccc1,CCOC(C)=O,-4.193060535161258,38.1,0.228
38745,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,C1COCCO1,-6.399733582548881,36.0,0.164
15863,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CCCCO,-4.036453083806324,49.7,0.586
26819,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,CC#N,-4.613202357685355,45.6,0.46
36502,Cc1cnc(C(=O)O)cn1,CCC(C)=O,-11.183621717827627,41.3,0.327
47880,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CCCCOC(C)=O,-5.051457288616511,38.5,0.241
6071,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CCO,-6.921245869164636,51.9,0.654
53673,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCCCCC,-7.596910438272545,31.1,0.012
37958,O=c1cc(CBr)c2ccccc2[nH]1,C1COCCO1,-6.991136887921188,36.0,0.164
19220,CC(=O)Nc1ccc(C(=O)O)cc1,CC(C)=O,-5.224323686639711,42.2,0.355
9632,Nc1ccc(N2CCOCC2=O)cc1,CCO,-5.539879503386264,51.9,0.654
39306,CC(=O)N1CCC[C@H]1C(=O)O,O,-3.614143107999919,63.1,1.0
26531,Nc1cc(Cl)ccc1C(=O)O,CC#N,-5.6221103260121765,45.6,0.46
34043,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)CO,-7.698515288409083,48.6,0.552
20555,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCOC(C)=O,-3.456181689994915,38.1,0.228
1972,CC1(C)COP(=O)(C(C)(O)c2ccccc2)OC1,CO,-3.933757497574152,55.4,0.762
17753,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CC(C)=O,-2.875286120478124,42.2,0.355
50068,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCCCCO,-3.874245641094116,48.5,0.549
37007,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CCC(C)=O,-2.442537053421491,41.3,0.327
40120,CN1CC(=O)N2C(CC3c4ccccc4NC3C2C2CCC3OCOC3C2)C1=O,O,-14.09126405955078,63.1,1.0
7160,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CCO,-8.856168558255568,51.9,0.654
20824,CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,CCOC(C)=O,-6.700741109597811,38.1,0.228
28781,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,CC(C)O,-8.73783986253186,48.4,0.546
8907,O=c1cc(CO)occ1O,CCO,-4.71789105605221,51.9,0.654
24778,Cc1c(Br)cccc1C(=O)O,CC#N,-4.85491441909948,45.6,0.46
39421,O=C(O)c1cccnc1Cl,O,-8.563237129917644,63.1,1.0
7321,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,CCO,-16.607485994004247,51.9,0.654
4764,CC1=NN(c2ccccc2)C(=O)C1,CCO,-3.385196087935216,51.9,0.654
13246,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,CCCO,-8.052830442060587,50.7,0.617
46514,O=C(Nc1ccccc1)c1ccccc1,ClC(Cl)(Cl)Cl,-6.677437523919927,32.4,0.052
22527,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CCOC(C)=O,-3.971242365088117,38.1,0.228
17441,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CC(C)=O,-2.5082571633962507,42.2,0.355
14886,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CCCCO,-6.508979159024769,49.7,0.586
23027,O=c1cc(CO)occ1O,CCOC(C)=O,-6.024401047354247,38.1,0.228
1227,N#CCc1ccc([N+](=O)[O-])cc1,CO,-4.969301430603278,55.4,0.762
15490,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CCCCO,-12.361323930801465,49.7,0.586
15900,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CCCCO,-5.217474978703936,49.7,0.586
20527,O=C(O)Cc1ccc([N+](=O)[O-])cc1,CCOC(C)=O,-2.8540591152378454,38.1,0.228
34254,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CC(C)CO,-9.594533344808807,48.6,0.552
48835,COC(=O)/C=C/c1ccc(O)c(OC)c1,CCCCCC,-6.794426593675134,31.0,0.009
27931,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CC(C)O,-6.087975447488826,48.4,0.546
3557,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],CO,-6.09904975778792,55.4,0.762
17430,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CC(C)=O,-7.897961693806461,42.2,0.355
15,COC(=O)[C@@H](N)CS.Cl,CO,-2.065144236979012,55.4,0.762
23726,COC(=O)[C@H](N)c1ccccc1.Cl,CCOC(C)=O,-8.804875263868018,38.1,0.228
25453,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CC#N,-7.596313007208275,45.6,0.46
17981,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CC(C)=O,-2.5788130154007107,42.2,0.355
17402,O=C(O)Cc1c[nH]c2ccccc12,CC(C)=O,-10.331811954790377,42.2,0.355
22721,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)/C=C/c5ccc(O)c(OC)c5)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCOC(C)=O,-7.162002575347681,38.1,0.228
23889,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,ClCCl,-3.1864086347306992,40.7,0.309
14971,O=C(O)/C=C/c1ccc(O)cc1,CCCCO,-3.1419147837320724,49.7,0.586
17884,COc1cc(C(=O)O)ccc1O,CC(C)=O,-2.5996443272584235,42.2,0.355
8974,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CCO,-4.422015642890245,51.9,0.654
36519,N#CCc1ccccc1[N+](=O)[O-],CCC(C)=O,-1.4477443234361131,41.3,0.327
37,NS(=O)(=O)Cc1noc2ccccc12,CO,-5.470055129802346,55.4,0.762
47291,O=C(O)c1cc2ccccc2cc1O,COC(C)=O,-3.69048073548091,38.9,0.253
39713,N#CCc1ccc([N+](=O)[O-])cc1,O,-10.06060930830834,63.1,1.0
10160,O=C(O)[C@@H]1C[C@@H](O)CN1,CCCO,-8.502304578922487,50.7,0.617
10272,CC1=NN(c2ccccc2)C(=O)C1,CCCO,-3.369088435744536,50.7,0.617
33372,CC1=NN(c2ccc(C)cc2)C(=O)C1,Cc1ccccc1,-3.686881451451263,33.9,0.099
39480,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,O,-9.434734705192046,63.1,1.0
8172,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCO,-2.45062117182145,51.9,0.654
40322,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,O,-13.073573213234896,63.1,1.0
16591,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],CC(C)=O,-4.268697949366879,42.2,0.355
30587,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC(C)O,-8.482791764698906,48.4,0.546
27251,O=C(Nc1ccccc1)c1ccccc1O,CC(C)O,-3.458542636485205,48.4,0.546
32066,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,Cc1ccccc1,-5.578031269350641,33.9,0.099
19894,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O,CC(C)=O,-9.59013773333577,42.2,0.355
11836,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CCCO,-7.872711182837573,50.7,0.617
10430,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CCCO,-3.3444390478435464,50.7,0.617
13436,NS(=O)(=O)Cc1noc2ccccc12,CCCCO,-6.708904420236972,49.7,0.586
39322,O=C(O)Cc1ccccc1[N+](=O)[O-],O,-8.59515473288595,63.1,1.0
6826,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],CCO,-5.13244197627225,51.9,0.654
31286,Br.Fc1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,CCCCCCCCO,-5.472670753692815,48.1,0.537
39929,COc1cc(C(=O)O)ccc1O,O,-8.492500578825865,63.1,1.0
20510,O=C(O)Cc1ccccc1[N+](=O)[O-],CCOC(C)=O,-2.900603928462414,38.1,0.228
31439,O=C(O)c1ccccc1[N+](=O)[O-],CCCCCCCCO,-2.377308639189982,48.1,0.537
8667,COC(=O)[C@H](N)c1ccc(O)cc1,CCO,-5.493408103420212,51.9,0.654
34233,N#CCc1ccc([N+](=O)[O-])cc1,CC(C)CO,-5.812816395680336,48.6,0.552
20491,CCCOC(=O)c1ccc(O)cc1,CCOC(C)=O,-1.3987718826310032,38.1,0.228
31584,COc1cc2nc(Cl)nc(N)c2cc1OC,O=C1CCCCC1,-5.878493068448821,39.8,0.281
6059,O=C(O)Cc1cccc2ccccc12,CCO,-2.767800205507984,51.9,0.654
4896,O=c1cc(CBr)c2ccccc2[nH]1,CCO,-8.108400293215398,51.9,0.654
32195,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,Cc1ccccc1,-4.170146275638382,33.9,0.099
48090,COC(=O)/C=C/c1ccc(O)cc1,CC(C)(C)O,-2.3258537199334,43.3,0.389
16748,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC(C)=O,-2.684284847551948,42.2,0.355
34904,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCCCCO,-8.504227609026215,49.1,0.586
21665,COC(=O)c1c(C)cc(O)c(C)c1O,CCOC(C)=O,-1.869504817852908,38.1,0.228
12049,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CCCO,-11.506943393292682,50.7,0.617
10471,CCCOC(=O)c1ccc(O)cc1,CCCO,-1.621004548805566,50.7,0.617
43266,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc([N+](=O)[O-])cc1,CN(C)C=O,-6.032286541628237,43.2,0.386
36282,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCC(C)=O,-2.839754692099638,41.3,0.327
14773,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CCCCO,-8.24335652578651,49.7,0.586
27901,O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CC(C)O,-8.29005761883249,48.4,0.546
37808,CSCCC(NC(C)=O)C(=O)O,C1COCCO1,-2.6174328335185963,36.0,0.164
11759,O=C(O)c1ccco1,CCCO,-1.5692561228012685,50.7,0.617
16843,CCCOC(=O)c1ccc(O)cc1,CC(C)=O,-1.174737679057601,42.2,0.355
17675,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,CC(C)=O,-11.552082180171425,42.2,0.355
42535,COc1cc2nc(Cl)nc(N)c2cc1OC,CN(C)C=O,-4.8072863701102255,43.2,0.386
36888,O=C(O)COc1ccc(Cl)cc1Cl,CCC(C)=O,-1.9400274858971576,41.3,0.327
776,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CO,-7.19557069365693,55.4,0.762
